read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len,display_name
f6ca1f5e-880c-4ddb-8b63-0071f6139710,923,2023-05-08T17:24:33.611556+01:00,unclassified,rabv_ea,11923,10164,11482,748,765,RABV_EA
d214afc2-752d-4f71-8e0e-453090a6deb1,451,2023-05-08T17:24:25.611556+01:00,unclassified,rabv_ea,11923,956,1324,341,359,RABV_EA
cf472214-2654-4328-91bf-6513ed57beeb,506,2023-05-08T17:24:32.611556+01:00,unclassified,rabv_ea,11923,7699,8080,372,374,RABV_EA
db9006c6-d932-439d-9f24-4d8631e5f5d0,503,2023-05-08T17:24:24.611556+01:00,unclassified,rabv_ea,11923,4626,5051,407,417,RABV_EA
722e58c3-6cbe-4a36-985d-b8258b2040b2,894,2023-05-08T17:25:16.611556+01:00,unclassified,?,11923,0,0,373,395,?
a17e5e95-c48c-4c07-ac45-9ac1bfe02d54,870,2023-05-08T17:25:15.611556+01:00,unclassified,?,11923,0,0,300,311,?
3ca44dc1-4c3e-4eb5-a801-d1ccfee553bf,912,2023-05-08T17:24:33.611556+01:00,unclassified,?,11923,0,0,397,406,?
2faf83c0-5122-4240-8d74-56eec3bb0e86,895,2023-05-08T17:25:31.611556+01:00,unclassified,?,11923,0,0,379,399,?
792e029a-abab-4fce-b7c1-8a365a29fb18,313,2023-05-08T17:24:38.611556+01:00,unclassified,rabv_ea,11923,9851,9997,134,141,RABV_EA
ede87447-4912-4192-8e16-1f822ccf6572,447,2023-05-08T17:24:26.611556+01:00,unclassified,rabv_ea,11923,11123,11485,333,350,RABV_EA
bda8f75c-8d3d-426b-a2eb-a7748e897a44,909,2023-05-08T17:25:13.611556+01:00,unclassified,?,11923,0,0,386,395,?
dadc8503-b0c5-496d-ac47-ceb9a16a9113,391,2023-05-08T17:25:25.611556+01:00,unclassified,rabv_ea,11923,7714,7962,233,237,RABV_EA
34c476ac-6b96-4873-8f6e-9fbeec3ee6a4,729,2023-05-08T17:25:25.611556+01:00,unclassified,?,11923,0,0,367,388,?
3b7e1689-732e-443f-a6e8-d7738cdcc214,441,2023-05-08T17:24:32.611556+01:00,unclassified,rabv_ea,11923,7703,8081,367,373,RABV_EA
b236e04a-8d93-4e8f-8a11-9a13b5755062,466,2023-05-08T17:24:33.611556+01:00,unclassified,rabv_ea,11923,4897,5286,366,381,RABV_EA
04c843fd-0510-4047-ba83-f6c5104ecb9d,461,2023-05-08T17:25:17.611556+01:00,unclassified,rabv_ea,11923,1577,1958,361,376,RABV_EA
35d38be8-5b4d-46f5-81be-d5c8d4024d41,1321,2023-05-08T17:25:23.611556+01:00,unclassified,?,11923,0,0,367,383,?
894a75bc-d16b-47d7-b9da-f1ef7125f8c5,1254,2023-05-08T17:24:15.611556+01:00,unclassified,?,11923,0,0,374,385,?
af99901e-5ad2-44ad-a521-222a070f8ad4,472,2023-05-08T17:24:16.611556+01:00,unclassified,rabv_ea,11923,9851,10248,382,390,RABV_EA
1c5ce6f9-bb1e-493e-9eb0-cadb064590bb,438,2023-05-08T17:24:30.611556+01:00,unclassified,rabv_ea,11923,9549,9925,325,364,RABV_EA
9412ed12-2bc9-4d3e-9168-558e9083cf85,462,2023-05-08T17:24:29.611556+01:00,unclassified,rabv_ea,11923,11392,11778,360,375,RABV_EA
390c15fc-185f-4de6-b001-118057445a1e,1405,2023-05-08T17:24:26.611556+01:00,unclassified,?,11923,0,0,665,695,?
c8b8b26d-d649-4c83-a94f-b6266c011b57,1321,2023-05-08T17:24:29.611556+01:00,unclassified,?,11923,0,0,396,397,?
54cb0a18-ac25-4355-8f8f-85b846fbf451,868,2023-05-08T17:25:14.611556+01:00,unclassified,?,11923,0,0,366,378,?
1c9fb76e-cf6c-4733-a91b-f46b02f9cfca,466,2023-05-08T17:25:16.611556+01:00,unclassified,rabv_ea,11923,3390,3778,370,380,RABV_EA
39d37664-f83b-4299-bf49-d70da68c2a61,474,2023-05-08T17:25:18.611556+01:00,unclassified,rabv_ea,11923,6133,6525,378,384,RABV_EA
cf4b3ea5-57d8-48fb-9719-5e53f385fd8d,435,2023-05-08T17:25:18.611556+01:00,unclassified,rabv_ea,11923,7706,8081,333,355,RABV_EA
ff5720f3-02f9-40a0-b6f8-2eb27b219b33,717,2023-05-08T17:24:13.611556+01:00,unclassified,?,11923,0,0,364,374,?
70872657-b29e-4f09-b763-002fa7b02fe4,862,2023-05-08T17:24:13.611556+01:00,unclassified,?,11923,0,0,353,369,?
17e8340c-3a6e-4a13-8c66-d943ce76804e,468,2023-05-08T17:24:25.611556+01:00,unclassified,rabv_ea,11923,6425,6820,374,388,RABV_EA
3bbc319b-e971-475f-9c93-fbd39a5db155,839,2023-05-08T17:24:24.611556+01:00,unclassified,?,11923,0,0,337,352,?
c5de99f2-6391-4141-86fd-2a3294a657bc,924,2023-05-08T17:25:05.611556+01:00,unclassified,?,11923,0,0,352,373,?
