read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len,display_name
ce37cec4-9727-49df-9b8c-0e314681f13c,463,2023-05-09T00:33:32.611556+01:00,unclassified,rabv_ea,11923,4633,5037,367,382,RABV_EA
cf4f0041-c89b-44b4-94f6-cf81f46291b3,358,2023-05-09T00:33:06.611556+01:00,unclassified,rabv_ea,11923,9109,9317,184,202,RABV_EA
9f8624cf-8135-4d47-aa5e-7dfbba81a6c9,326,2023-05-09T00:32:54.611556+01:00,unclassified,rabv_ea,11923,5743,5899,127,134,RABV_EA
74603019-bd8d-421f-8bc8-c8ca015049d9,462,2023-05-09T00:33:31.611556+01:00,unclassified,rabv_ea,11923,5196,5589,364,375,RABV_EA
501c5598-13c1-4aa7-a021-cc8b35d670bd,478,2023-05-09T00:33:05.611556+01:00,unclassified,rabv_ea,11923,4626,5037,358,389,RABV_EA
a3deea01-1191-42c5-9c17-052ac936d20c,1224,2023-05-09T00:33:07.611556+01:00,unclassified,?,11923,0,0,355,375,?
abd847da-8eb2-4efe-8f20-7e345feb5233,505,2023-05-09T00:33:05.611556+01:00,unclassified,rabv_ea,11923,7690,8081,371,378,RABV_EA
7e3d5809-d72e-411d-8e1b-48c876394539,478,2023-05-09T00:33:16.611556+01:00,unclassified,rabv_ea,11923,10164,10556,358,380,RABV_EA
28e5815f-d316-4e37-82ef-0f218b008c72,1572,2023-05-09T00:33:18.611556+01:00,unclassified,?,11923,0,0,389,396,?
dbb27107-0050-4d50-9ede-a593a12425d4,465,2023-05-09T00:33:20.611556+01:00,unclassified,rabv_ea,11923,1565,1949,367,374,RABV_EA
bac5a09e-cb94-45cc-852c-620ddc2a74a3,449,2023-05-09T00:33:17.611556+01:00,unclassified,rabv_ea,11923,9550,9931,346,361,RABV_EA
136e17f9-a6f9-430f-91c6-24d5fe29da91,465,2023-05-09T00:33:22.611556+01:00,unclassified,rabv_ea,11923,6425,6820,356,378,RABV_EA
20793db3-db86-4fa1-806d-12c95caaeb36,217,2023-05-09T00:33:10.611556+01:00,unclassified,rabv_ea,11923,6134,6274,126,136,RABV_EA
6afada6d-718f-4079-9696-b4ffe7d5ed6e,449,2023-05-09T00:33:23.611556+01:00,unclassified,rabv_ea,11923,1871,2247,325,353,RABV_EA
340571d9-71bb-4943-bcea-84ecdbd5ce58,451,2023-05-09T00:32:53.611556+01:00,unclassified,rabv_ea,11923,7705,8081,361,370,RABV_EA
e41e9ac1-278f-4cd3-acc6-7220bd965f1b,425,2023-05-09T00:33:47.611556+01:00,unclassified,rabv_ea,11923,2743,3058,290,304,RABV_EA
dfae7672-222d-4f87-8743-ff8453567703,300,2023-05-09T00:33:30.611556+01:00,unclassified,rabv_ea,11923,2445,2681,225,229,RABV_EA
9d745ab4-60be-470f-b793-473344a120fd,866,2023-05-09T00:32:54.611556+01:00,unclassified,rabv_ea,11923,3062,3462,374,385,RABV_EA
c57a9417-1acf-424f-85ba-4cafa8b05d96,874,2023-05-09T00:33:31.611556+01:00,unclassified,?,11923,0,0,396,412,?
574a6e9b-c352-4ccf-a262-3b09bf2fe5d5,900,2023-05-09T00:33:28.611556+01:00,unclassified,?,11923,0,0,387,396,?
cb9bf863-2b46-4d28-baa8-905052a122a5,1222,2023-05-09T00:32:45.611556+01:00,unclassified,?,11923,0,0,338,359,?
747603a9-909d-4d8a-88e8-054fed3b87a9,1647,2023-05-09T00:32:47.611556+01:00,unclassified,?,11923,0,0,380,390,?
c822fef2-afa5-4a74-b6d4-c4e155541e1a,471,2023-05-09T00:32:57.611556+01:00,unclassified,rabv_ea,11923,1563,1958,368,383,RABV_EA
909cd7dd-2ba9-45f8-94a5-005816b0ae46,483,2023-05-09T00:32:57.611556+01:00,unclassified,rabv_ea,11923,10164,10562,380,387,RABV_EA
b6d4a649-3c7b-49b3-b2fb-6afd054e3681,1289,2023-05-09T00:32:54.611556+01:00,unclassified,?,11923,0,0,346,356,?
adda4efe-44ea-44a9-8852-395ab59865bb,1322,2023-05-08T17:40:41.611556+01:00,unclassified,?,11923,0,0,382,392,?
957abc06-e701-4256-914e-63772ea54990,447,2023-05-09T00:33:42.611556+01:00,unclassified,rabv_ea,11923,7693,8067,361,367,RABV_EA
a14fbfda-4daa-427f-95da-28e6ec50e2fe,849,2023-05-09T00:33:15.611556+01:00,unclassified,?,11923,0,0,367,384,?
1a243973-7ccf-4e1d-8ba2-84e502f7b4a0,489,2023-05-09T00:33:21.611556+01:00,unclassified,rabv_ea,11923,7699,8081,359,367,RABV_EA
0bb6d0e1-2e06-42d7-a5b2-0f10de361e87,867,2023-05-09T00:33:14.611556+01:00,unclassified,?,11923,0,0,361,383,?
4e45b76a-0158-4bd2-ab4d-c6e24a011a55,2073,2023-05-09T00:32:56.611556+01:00,unclassified,?,11923,0,0,370,387,?
