read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len,display_name
8aabd597-ea52-4d7f-9442-f214aab5895b,498,2023-05-09T08:54:51.611556+01:00,unclassified,rabv_ea,11923,11392,11788,364,380,RABV_EA
a4e637cb-296d-40c8-9710-4714679ea4cf,468,2023-05-09T08:54:40.611556+01:00,unclassified,rabv_ea,11923,9851,10247,373,381,RABV_EA
5db632a2-8721-41ac-82bf-5b29985ba98d,456,2023-05-09T08:52:45.611556+01:00,unclassified,rabv_ea,11923,5835,6208,330,352,RABV_EA
3ec55a54-cf47-4246-b15b-5085ccf07e0f,378,2023-05-09T08:53:05.611556+01:00,unclassified,rabv_ea,11923,8927,9239,285,298,RABV_EA
6316290b-044a-4c27-aa0c-74db0ed26093,326,2023-05-09T08:52:45.611556+01:00,unclassified,rabv_ea,11923,9109,9316,194,206,RABV_EA
53d3e3ad-68c7-42b9-8eeb-bf451db2c963,1730,2023-05-09T08:52:35.611556+01:00,unclassified,?,11923,0,0,635,676,?
cf10f7ae-8c73-4566-9662-78b61a169c89,441,2023-05-09T08:52:44.611556+01:00,unclassified,rabv_ea,11923,11111,11488,354,362,RABV_EA
f0f0d7f9-7e1e-4074-b81b-ce3a3ffd863a,1699,2023-05-09T08:54:56.611556+01:00,unclassified,?,11923,0,0,367,385,?
dbe7559e-c160-4f5f-beb7-55a4071b8057,470,2023-05-09T08:52:45.611556+01:00,unclassified,rabv_ea,11923,9851,10247,371,385,RABV_EA
ec21fe3c-7e2e-4f8d-9757-9826188d8ea7,874,2023-05-09T08:54:33.611556+01:00,unclassified,?,11923,0,0,359,373,?
dc715377-530c-4123-ade9-7c1dbeaa5d18,542,2023-05-09T08:53:27.611556+01:00,unclassified,rabv_ea,11923,10164,10576,375,402,RABV_EA
67563050-9b06-402b-97bf-c0ee611103f8,542,2023-05-09T08:53:17.611556+01:00,unclassified,rabv_ea,11923,3395,3778,362,376,RABV_EA
295963a4-c777-4430-9f62-7c4c2620cf76,483,2023-05-09T08:54:44.611556+01:00,unclassified,rabv_ea,11923,8927,9325,393,395,RABV_EA
13ad50d1-8bc1-4afd-9d66-13a13e11b0c2,444,2023-05-09T08:52:43.611556+01:00,unclassified,rabv_ea,11923,11154,11494,313,333,RABV_EA
ba53a5d2-61fc-4c13-ad69-9d579e537dae,409,2023-05-09T08:53:20.611556+01:00,unclassified,rabv_ea,11923,5819,6164,327,336,RABV_EA
5799bd17-6569-44b4-b3dc-a47eff2a44bd,172,2023-05-09T08:53:19.611556+01:00,unclassified,rabv_ea,11923,10469,10569,94,99,RABV_EA
91a3f88d-776a-401b-a09b-e470d0171810,1300,2023-05-09T08:54:29.611556+01:00,unclassified,?,11923,0,0,398,406,?
f7b9ce4c-36cc-4a4f-be9e-246d9b2c0049,529,2023-05-09T08:54:49.611556+01:00,unclassified,rabv_ea,11923,9851,10259,386,392,RABV_EA
0c55c5d6-9dd0-458b-a734-74d63cb5948a,421,2023-05-09T08:54:49.611556+01:00,unclassified,rabv_ea,11923,1579,1943,330,343,RABV_EA
a1834536-94b1-4dbf-9fc4-1a2ce11664d1,1294,2023-05-09T08:54:37.611556+01:00,unclassified,?,11923,0,0,331,349,?
0c5fca98-a631-4d35-8264-afd9739365f3,475,2023-05-09T08:54:38.611556+01:00,unclassified,rabv_ea,11923,3071,3456,365,377,RABV_EA
e2298d6d-e062-4986-88ee-5d3b44e925a7,1504,2023-05-09T08:54:34.611556+01:00,unclassified,?,11923,0,0,402,402,?
ad3a23a3-c658-45d3-93df-13acb8831ec4,447,2023-05-09T08:54:44.611556+01:00,unclassified,?,11923,0,0,289,301,?
1fdc41a0-d29c-4f88-89f6-d4c4502d46c6,488,2023-05-09T08:54:49.611556+01:00,unclassified,rabv_ea,11923,10164,10564,340,380,RABV_EA
d8a7d581-bbca-4527-b8f5-0f3967fdf7d8,497,2023-05-09T08:55:20.611556+01:00,unclassified,rabv_ea,11923,10165,10561,355,383,RABV_EA
353b3a71-7d3d-4324-8181-ea68ed306b6c,1368,2023-05-09T08:55:20.611556+01:00,unclassified,rabv_ea,11923,634,1949,1027,1163,RABV_EA
2acadc38-c9f8-4f56-a244-9d59a1b43438,464,2023-05-09T08:55:21.611556+01:00,unclassified,rabv_ea,11923,1553,1941,356,373,RABV_EA
0bc111e4-cc78-43a8-bff0-c47bf525b198,422,2023-05-09T08:53:29.611556+01:00,unclassified,rabv_ea,11923,7727,8079,301,328,RABV_EA
0f74ceb4-846a-4bfe-bda2-52e9fb3cdda5,186,2023-05-09T08:53:31.611556+01:00,unclassified,*,0,0,0,0,0,*
a23cd5b1-50be-47cb-a23e-81bb016fac98,923,2023-05-09T08:55:21.611556+01:00,unclassified,?,11923,0,0,365,389,?
71dd2084-b72f-4555-a06b-10b9452be83c,470,2023-05-09T08:54:46.611556+01:00,unclassified,rabv_ea,11923,2733,3136,365,385,RABV_EA
ad7a01d5-81e8-4f7d-9857-ab84f57b0009,446,2023-05-09T08:52:45.611556+01:00,unclassified,rabv_ea,11923,8949,9319,333,356,RABV_EA
c48a17e5-a8d7-497c-aba6-d012a0187f75,1133,2023-05-09T08:54:47.611556+01:00,unclassified,?,11923,0,0,380,388,?
a61440e0-52ab-47aa-a1d4-14df750e5af7,238,2023-05-09T08:54:56.611556+01:00,unclassified,rabv_ea,11923,10313,10555,220,235,RABV_EA
25d3b23f-588a-467b-baa2-3d8e6e789e5f,570,2023-05-09T08:53:30.611556+01:00,unclassified,rabv_ea,11923,6736,7154,371,398,RABV_EA
6385c043-c1e8-4564-a8ba-90a8a282b481,453,2023-05-09T08:53:30.611556+01:00,unclassified,rabv_ea,11923,3084,3458,347,360,RABV_EA
b0b3b042-b982-4389-bb96-3316fe76e249,481,2023-05-09T08:55:20.611556+01:00,unclassified,rabv_ea,11923,10178,10573,371,392,RABV_EA
321bc94b-101f-4bfd-8a09-95b284e433d4,863,2023-05-09T08:54:47.611556+01:00,unclassified,?,11923,0,0,367,392,?
e60772d7-650e-440d-80f8-bc12f9522d4c,480,2023-05-09T08:54:53.611556+01:00,unclassified,rabv_ea,11923,11407,11796,359,375,RABV_EA
f653157c-1111-4015-8db5-7dfe08c875c0,604,2023-05-09T08:54:57.611556+01:00,unclassified,rabv_ea,11923,7692,8081,333,369,RABV_EA
c0eaa736-eb41-4c4a-89f7-ff061dc4bee0,562,2023-05-09T08:54:55.611556+01:00,unclassified,rabv_ea,11923,9851,10262,387,408,RABV_EA
b531a9da-2d9a-4b17-8992-b3c321d25762,929,2023-05-09T08:54:57.611556+01:00,unclassified,?,11923,0,0,375,389,?
afce8fca-3d32-4e5d-b558-51efa1f0ba70,551,2023-05-09T08:54:43.611556+01:00,unclassified,rabv_ea,11923,4626,5052,399,413,RABV_EA
ecc51dbf-432e-4298-9d6c-de40c0383777,464,2023-05-09T08:55:01.611556+01:00,unclassified,rabv_ea,11923,11109,11494,370,383,RABV_EA
e1ca02ad-3cc7-4732-b5f7-e8dc14ab0e6b,514,2023-05-09T08:55:19.611556+01:00,unclassified,rabv_ea,11923,319,706,340,368,RABV_EA
e13b1a5a-d5f6-4a72-8a1f-fbbfd22d5166,897,2023-05-09T08:54:51.611556+01:00,unclassified,?,11923,0,0,364,400,?
d5913072-1eaf-4334-8821-519efaaeee73,452,2023-05-09T08:55:03.611556+01:00,unclassified,rabv_ea,11923,1879,2264,344,365,RABV_EA
71022bba-db59-4597-a76a-c5545cea9721,380,2023-05-09T08:55:01.611556+01:00,unclassified,rabv_ea,11923,1873,2181,289,298,RABV_EA
2ac46029-7d5b-4418-9b21-e9f6f81518cb,1685,2023-05-09T08:55:18.611556+01:00,unclassified,?,11923,0,0,374,384,?
06731dec-09d7-4515-9de6-def82db820b6,427,2023-05-09T08:53:33.611556+01:00,unclassified,?,11923,0,0,176,185,?
d18c6669-bd84-4021-a57b-b850ff191d47,866,2023-05-09T08:53:27.611556+01:00,unclassified,?,11923,0,0,365,372,?
119cb9a4-5943-4748-9eb2-78585e358ec9,346,2023-05-09T08:55:12.611556+01:00,unclassified,rabv_ea,11923,4179,4349,148,160,RABV_EA
a2874376-2a45-4222-8f7d-5d905593ac11,467,2023-05-09T08:55:21.611556+01:00,unclassified,rabv_ea,11923,10164,10563,366,381,RABV_EA
42451ac9-531c-44f7-8372-89f825605dc2,473,2023-05-09T08:55:20.611556+01:00,unclassified,rabv_ea,11923,3049,3458,390,399,RABV_EA
f2cc8015-c021-4d29-95b3-e447a6680355,548,2023-05-09T08:54:54.611556+01:00,unclassified,rabv_ea,11923,7060,7467,394,397,RABV_EA
9c4236d9-a2cf-45fc-9382-d913f131e3ec,891,2023-05-09T08:55:28.611556+01:00,unclassified,rabv_ea,11923,4907,5607,675,684,RABV_EA
ce92e001-1914-424e-b965-b17ea0a40bee,527,2023-05-09T08:55:18.611556+01:00,unclassified,rabv_ea,11923,7690,8081,367,382,RABV_EA
e8bdf974-35d6-4970-a16b-d3a4ea18bd47,1712,2023-05-09T08:54:46.611556+01:00,unclassified,?,11923,0,0,399,409,?
ea580fc5-abe5-4cae-b8cd-bfc731d77684,473,2023-05-09T08:53:32.611556+01:00,unclassified,rabv_ea,11923,7703,8072,352,363,RABV_EA
910cfe38-1c8b-48c7-b2a8-0fbb9de3245d,500,2023-05-09T08:54:43.611556+01:00,unclassified,rabv_ea,11923,6133,6522,337,370,RABV_EA
1620acd6-1b2b-4571-9afc-bbb57718b263,460,2023-05-09T08:54:56.611556+01:00,unclassified,rabv_ea,11923,7076,7477,381,396,RABV_EA
c264f0ac-81c9-4218-8eaf-ee621ad9c2e5,452,2023-05-09T08:54:57.611556+01:00,unclassified,rabv_ea,11923,3399,3790,345,371,RABV_EA
ac32e394-f42e-4550-afa5-908f9e849d5f,467,2023-05-09T08:53:29.611556+01:00,unclassified,rabv_ea,11923,1570,1944,352,363,RABV_EA
b4e5b1de-5111-42fd-b641-1ff3a3537e40,480,2023-05-09T08:55:31.611556+01:00,unclassified,rabv_ea,11923,10170,10562,379,386,RABV_EA
9f1a365f-9858-430e-8ab2-4495569be564,540,2023-05-09T08:55:33.611556+01:00,unclassified,rabv_ea,11923,1559,1958,381,390,RABV_EA
73488a44-b6f4-4aec-9a20-5c33cd311ed1,467,2023-05-09T08:55:13.611556+01:00,unclassified,rabv_ea,11923,11111,11494,355,376,RABV_EA
d2cca481-6adf-420f-9fbe-5344f978aba8,1266,2023-05-09T08:54:57.611556+01:00,unclassified,?,11923,0,0,333,344,?
c11ef2af-05ea-4be7-bc67-52921e5674d1,915,2023-05-09T08:53:46.611556+01:00,unclassified,?,11923,0,0,393,402,?
8dc06be4-0a04-4157-a2bf-90a0595279b0,900,2023-05-09T08:55:42.611556+01:00,unclassified,?,11923,0,0,362,386,?
b1f72ef7-1297-4a2f-9395-6dd4cc6cfc83,226,2023-05-09T08:54:59.611556+01:00,unclassified,rabv_ea,11923,4270,4422,140,150,RABV_EA
