read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len,display_name
0b16bbe4-ebfb-48af-9722-111387618846,834,2023-05-09T07:15:51.611556+01:00,barcode08,?,11923,0,0,349,368,?
1e0cb395-d43a-43ac-b896-c69fb64db63b,588,2023-05-09T07:15:07.611556+01:00,barcode08,?,11923,0,0,377,393,?
21b6c1e8-719b-4d3a-a3f7-819524942b74,1284,2023-05-09T07:15:07.611556+01:00,barcode08,?,11923,0,0,367,384,?
3ef358b0-a66a-46eb-ac40-c12419c11d9e,454,2023-05-09T07:15:55.611556+01:00,barcode08,rabv_ea,11923,9850,10248,363,382,RABV_EA
ab6ccf11-3751-4a73-ae41-99933f070c00,519,2023-05-09T07:15:55.611556+01:00,barcode08,rabv_ea,11923,9851,10263,383,405,RABV_EA
ae4488dc-76a5-49d3-a651-d781185beb47,464,2023-05-09T07:14:59.611556+01:00,barcode08,rabv_ea,11923,1864,2247,357,377,RABV_EA
5d848752-f262-4f10-aef1-19ca66545768,459,2023-05-09T07:15:53.611556+01:00,barcode08,rabv_ea,11923,9886,10252,328,351,RABV_EA
f641ecd6-31b9-485e-ada8-6f8f4994570d,529,2023-05-09T07:14:36.611556+01:00,barcode08,rabv_ea,11923,10164,10576,368,396,RABV_EA
ee2f34e1-ef97-4efb-bf51-320a7bb3c562,458,2023-05-09T07:15:59.611556+01:00,barcode08,rabv_ea,11923,319,690,334,360,RABV_EA
71ca4ffb-b730-4b4c-b572-4bcad8690f64,533,2023-05-09T07:14:31.611556+01:00,barcode08,rabv_ea,11923,10164,10573,359,395,RABV_EA
0026a3ac-b8e7-40f3-a41b-7a727e3f4c9c,484,2023-05-09T07:14:37.611556+01:00,barcode08,rabv_ea,11923,4644,5051,374,399,RABV_EA
2c425f73-d7d3-49dd-9b96-6a5a0a35d36e,955,2023-05-09T07:15:45.611556+01:00,barcode08,?,11923,0,0,368,388,?
c32c723e-a49b-42d5-ba9c-581b92c708bf,199,2023-05-09T07:15:59.611556+01:00,barcode08,*,0,0,0,0,0,*
00afe4fc-3203-415a-a9b8-a10df3a0f8d7,628,2023-05-09T07:14:54.611556+01:00,barcode08,?,11923,0,0,377,393,?
72a0f07c-d9a8-4a0d-be98-d44512aa87d5,1009,2023-05-09T07:14:54.611556+01:00,barcode08,?,11923,0,0,367,381,?
404f8f70-ca7e-42bd-9f92-e8d595a191c0,400,2023-05-09T07:15:49.611556+01:00,barcode08,rabv_ea,11923,4985,5279,260,282,RABV_EA
fc82fc0a-3206-45d7-b78b-2adadf850ab3,521,2023-05-09T07:16:02.611556+01:00,barcode08,rabv_ea,11923,6424,6826,365,388,RABV_EA
781a3cc5-b606-4f67-98df-0680d8207557,1013,2023-05-09T07:15:43.611556+01:00,barcode08,?,11923,0,0,374,394,?
265f226c-d90b-4a2f-a478-1af26974f236,533,2023-05-09T07:15:23.611556+01:00,barcode08,rabv_ea,11923,10164,10576,365,395,RABV_EA
eade9947-189e-4e32-8718-13cd9b8f6429,484,2023-05-09T07:16:09.611556+01:00,barcode08,rabv_ea,11923,11122,11494,336,366,RABV_EA
f36dca18-b7db-47e7-b683-b9840b95ff46,481,2023-05-09T07:15:57.611556+01:00,barcode08,rabv_ea,11923,9856,10258,360,385,RABV_EA
650bb46d-62be-452e-8f52-b984a2cac8ad,968,2023-05-09T07:16:16.611556+01:00,barcode08,?,11923,0,0,386,413,?
5e8880ea-98c4-4312-928d-0c4db56ae676,297,2023-05-09T07:14:46.611556+01:00,barcode08,*,0,0,0,0,0,*
7da442cc-b33b-45b4-b32b-88adc162c7ef,264,2023-05-09T07:15:47.611556+01:00,barcode08,*,0,0,0,0,0,*
29028fc9-4a02-4e24-bb8e-bf91db7f40af,1239,2023-05-09T07:15:45.611556+01:00,barcode08,?,11923,0,0,368,392,?
a3b54cf4-b4c5-4e00-b765-c6993faf0e72,231,2023-05-09T07:15:47.611556+01:00,barcode08,*,0,0,0,0,0,*
