read_name,read_len,start_time,barcode,best_reference,ref_len,start_coords,end_coords,num_matches,mapping_len,display_name
036521a1-cf27-4d27-b06e-ac07566cb83d,433,2023-05-08T18:04:00.611556+01:00,barcode06,rabv_ea,11923,959,1316,326,342,RABV_EA
20aa07c8-4470-4b0a-991e-5974831f4299,851,2023-05-08T18:03:56.611556+01:00,barcode06,?,11923,0,0,340,358,?
ce40e62f-56be-44b0-a294-14a6af6c53e0,692,2023-05-08T18:03:54.611556+01:00,barcode06,?,11923,0,0,355,379,?
da1ff356-8926-4450-8615-789209dc953b,378,2023-05-08T18:04:11.611556+01:00,barcode06,rabv_ea,11923,7283,7467,172,180,RABV_EA
16abb7d8-52bd-43b7-a4b4-2171ca1df3b2,872,2023-05-08T18:04:04.611556+01:00,barcode06,?,11923,0,0,364,391,?
095e46d7-6001-4837-8631-e4bf5b5ca801,711,2023-05-08T18:04:01.611556+01:00,barcode06,?,11923,0,0,368,373,?
5ed1d58a-8718-4d58-9cc1-150f62a7601b,485,2023-05-08T18:03:57.611556+01:00,barcode06,rabv_ea,11923,9549,9940,369,380,RABV_EA
d09460e6-400f-4a09-9f27-dff8f72baef8,872,2023-05-08T18:04:08.611556+01:00,barcode06,?,11923,0,0,353,371,?
6484b538-c416-4929-9c86-a669961eea18,870,2023-05-08T18:03:56.611556+01:00,barcode06,?,11923,0,0,365,387,?
8309c589-f343-43e2-b4f4-dd5cd38e135e,690,2023-05-08T18:04:03.611556+01:00,barcode06,rabv_ea,11923,6424,6770,330,342,RABV_EA
3ff0db50-dc63-4f82-bcdf-a71b33e9cd4b,446,2023-05-08T18:03:56.611556+01:00,barcode06,rabv_ea,11923,959,1334,339,355,RABV_EA
bee1804e-68a5-470d-8a73-94694f1cfc45,519,2023-05-08T18:16:41.611556+01:00,barcode06,rabv_ea,11923,1567,1955,380,386,RABV_EA
191b9876-0b95-4a24-b1de-3c9b32486650,860,2023-05-08T18:03:56.611556+01:00,barcode06,?,11923,0,0,393,400,?
95d0309d-e01f-407b-9146-811b7ef55cff,508,2023-05-08T18:04:00.611556+01:00,barcode06,rabv_ea,11923,10164,10576,384,404,RABV_EA
